	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
2640	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uciaragwo ari mugi	Wisdom comes through learning and experience.	figurative_translate	The principle is that one should not rely on others for what they can do themselves.	gut-iri uciaragwo ari mug-i
2641	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri ucokaga haria arumiirwo kaara	Painful experiences discourage repetition.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	gut-iri ucokag-a ha-ria arumiirwo ka-ara
2642	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uikagia itimu atari na haria akuratha	Actions are driven by purpose.	figurative_translate	A person who is always busy with tasks and responsibilities will eventually become tired and exhausted.	gut-iri uikagi-a itimu atari na ha-ria aku-rath-a
2643	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri ukinyaga mukinyire wa ungi	Everyone lives life in their own way.	figurative_translate	The underlying principle is that one should not be overly concerned with the opinions of others.	gut-iri ukinyag-a mukinyir-e wa ung-i
2644	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri undu utari kihumo	Everything happens for a reason.	figurative_translate	The underlying principle is that one should not be overly concerned with past events.	gut-iri undu utari kihumo
2645	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uriragio ni ukia wene	Hardship draws complaints more than comfort.	figurative_translate	The underlying principle is that a person's actions reflect their character.	gut-iri uriragio ni uki-a wen-e
2646	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uriragio ni utonga no ukia	People are largely indifferent to others’ suffering.	figurative_translate	The underlying principle is that failure is a result of one's own actions.	gut-iri uriragio ni utong-a no uki-a
2647	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uriru utonwo	Plans can fail despite precautions.	figurative_translate	The underlying principle is that one should not rely on others for support when facing challenges.	gut-iri urir-u uton-wo
2648	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uru utuuraga, no wega utuuraga	Good deeds outlast wrongdoing.	figurative_translate	People should not rely on others for their needs.	gut-iri uru utuurag-a no wega utuurag-a
2649	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uta utari nyama	Success requires effort and initiative.	figurative_translate	The principle of acting with integrity and honesty in all dealings.	gut-iri uta utari ny-am-a
2650	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri ritwa ritakuria mwana	Identity reveals character.	figurative_translate	A child is responsible for their own actions.	gut-iri rit-wa ritakuri-a mw-an-a
2651	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri thingira uciraga ta ungi	Communities differ in customs and judgment.	figurative_translate	The principle of acting with integrity and honesty in all dealings.	gut-iri thingir-a uc-irag-a ta ung-i
2652	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri uthuire tiga akiaga	Lack, not attitude, defines poverty.	figurative_translate	A person should not rely on a single source of income.	gut-iri uthuir-e tiga aki-aga
2653	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri wa nda na wa mugongo	Parents should treat children equally.	figurative_translate	The underlying principle is that a person's actions and behavior reflect their character and values.	gut-iri wa nda na wa mug-ongo
2654	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri wiriraga agikuua, eriraga akiiga thi	Complaints come after relief, not during struggle.	figurative_translate	When you do something, do it thoroughly and completely.	gut-iri wirirag-a agiku-ua erirag-a aki-ig-a thi
2655	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri wiriraga agithii, no agicoka	Expectations shape regret.	figurative_translate	When you do not act, you will not be rewarded.	gut-iri wirirag-a agithi-i no agicok-a
2656	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutiri witaga ithe wa ungi baba	Loyalty begins with one’s own family.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	gut-iri wit-ag-a ith-e wa ung-i baba
2657	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	gutirika guteaga njamba noru	Neglecting allies leads to loss.	figurative_translate	The underlying principle is that actions should be consistent and reliable.	gutirik-a gute-ag-a nj-amb-a no-ru
2658	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutirika ni gute	Forgetting erases obligation.	figurative_translate	The underlying principle is that consistency and reliability are essential in relationships.	gutirik-a ni gut-e
2659	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gutungata gutingigiria mundu agatungatwo	Service brings reciprocity.	figurative_translate	The underlying principle is that one should not take more than is needed.	gutungat-a gutingigiri-a mund-u agatungatwo
2660	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gwakia kwarama, gwatuka gwakundeera	Everything has its proper time.	figurative_translate	When you are in a place, you must not leave it.	gwakia kwaram-a gwat-uk-a gwakundeer-a
2661	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gwethera gitahi muka	Material motives drive relationships.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	gwether-a gitah-i mu-ka
2662	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gwi thigari mugambo	Talk is easier than action.	figurative_translate	When you are in a place, you should not make a new place.	gwi thigar-i mugambo
2663	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Gwika wega kumathaga ungi	Kindness creates a chain of goodwill.	figurative_translate	The underlying principle is that actions should be consistent with one's intentions.	gw-ik-a wega kumathag-a ung-i
2664	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Handu ha njuguma na ha mugwi hatiganaine	Different tools suit different situations.	figurative_translate	The underlying principle is that one should not rely on others for support when facing difficulties.	hand-u ha njugum-a na ha mugw-i hatiganain-e
2665	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hari muthuri hatiitangagwo maai	Elders deserve respect.	figurative_translate	The underlying principle is that a person should not rely on others for their own success.	har-i muth-ur-i hatiitangagwo ma-ai
2666	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Haro ni ya muka uri ihii	Responsibility invites conflict.	figurative_translate	The underlying principle is that one should not be overly concerned with past mistakes.	har-o ni ya mu-ka uri ihi-i
2667	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Haro ni ya muka uri thira	Financial strain breeds conflict.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	har-o ni ya mu-ka uri th-ir-a
2668	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hita itanakira	Stop problems early before they grow.	figurative_translate	The underlying principle is that actions should be guided by wisdom and consideration.	hit-a itanakir-a
2669	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hinga ndikinyaga iraka	Wise people avoid unnecessary risk.	figurative_translate	The underlying principle is that a person's actions reflect their character.	hing-a ndikinyag-a ir-aka
2670	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hinya nduigana urume	Bravery is not physical power.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	hin-ya nd-uigan-a urum-e
2671	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hinya nduri indo	Power without wisdom is useless.	figurative_translate	A person's actions reflect their character.	hin-ya ndur-i ind-o
2672	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hiti ciathii mbwe ciegangara	The weak thrive when the powerful leave.	figurative_translate	A single effort is not enough to achieve a goal.	hit-i ciathi-i mb-we ciegangar-a
2673	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hiti itaga iria ingi ya mutiri	Hypocrites accuse others of their own faults.	figurative_translate	The underlying principle is that one should not rely on others for what they are not capable of providing.	hit-i it-aga iri-a ingi ya mut-iri
2674	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hiti yugaga arume no ogi, monaga gicinga ngwatiro	Wisdom lies in knowing how to handle danger.	figurative_translate	When a person is not careful, others may take advantage of their carelessness.	hit-i yugag-a arum-e no ogi mon-ag-a gicing-a ngwatiro
2675	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hiti ndiriaga mwana, na mui uria iri ngoroku	Even the cruel have natural bonds of care.	figurative_translate	The principle is that a person's actions reflect their character.	hit-i ndiri-ag-a mw-an-a na mui uri-a iri ngorok-u
2676	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hungu ireraga haria mburi irathinjirwo	People gather where benefit is expected.	figurative_translate	The principle is that actions should be guided by wisdom and care to avoid harm.	hung-u irerag-a ha-ria mb-ur-i irathinjirwo
2677	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hungu igithii iguru ndiatigire thi kuri kwega	Caution leads one to safer positions.	figurative_translate	The underlying principle is that a teacher should be responsible for the well-being and development of their students.	hung-u igithi-i iguru ndiatigir-e thi kur-i kweg-a
2678	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Huni nene igiraga huhita	Moderation is better than excess.	figurative_translate	The principle of acting with integrity and honesty in all dealings.	hun-i nen-e ig-ir-ag-a huhit-a
2679	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Hururu ithekaga rwaro	Everyone overrates their own position.	figurative_translate	The underlying principle is that a person should not rely on others for their success.	hurur-u ithekag-a rwaro
2680	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Igiaraga uru mwene oine	Misfortune can occur despite vigilance.	figurative_translate	The underlying principle is that a person's actions reflect their character.	igiarag-a uru mw-en-e oine
2681	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Igukua ihuragia kiara	Value is often recognized too late.	figurative_translate	The underlying principle is that one should not take advantage of another's distress or weakness.	iguku-a ihuragi-a ki-ara
2682	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Igitunywo mwana iikagirio mungu	Loss is sometimes eased by consolation.	figurative_translate	A child is a gift from God.	igitunywo mw-an-a iikagirio mungu
2683	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Igukua ihuragia kiara	Contact with corruption brings harm.	figurative_translate	The principle is that actions should be consistent with one's intentions.	iguku-a ihuragi-a ki-ara
2684	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Ikuruma ndioragia muguguta	Self-reliance prevents exploitation.	figurative_translate	A person should not be overly concerned about others' opinions.	ikurum-a ndi-oragi-a mugugut-a
2685	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Ikururio ti noru	One person’s trouble spreads to others.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	ikururio ti no-ru
2686	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Ikururio ti noru	Showiness undermines substance.	figurative_translate	The underlying principle is that one should not be overly concerned with the opinions of others.	ikururio ti no-ru
2687	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Ireragira ruku-ini na ikaya kuigana	Determination overcomes hardship.	figurative_translate	The underlying principle is that a person should not rely on others for their own success or well-being.	irerag-ir-a ruk-u ini na ik-aya ku-igan-a
2688	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri guciarira riua-ini yongithagiria o ho	People adapt to where they succeed.	figurative_translate	The underlying principle is that actions speak louder than words.	iri guciar-ir-a ri-ua ini yongithagiri-a o ho
2689	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri gukura iragwo iguku ni aka	The undesirable portion falls to the weak.	figurative_translate	The underlying principle is that actions speak louder than words.	iri guk-ur-a iragwo igu-ku ni aka
2690	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri gukura ndiri mwiroreri	Old age loses social attention.	figurative_translate	A person should not be overly concerned with minor details.	iri guk-ur-a nd-ir-i mwirorer-i
2691	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri gutu ihugagia mwene	Problems affect those who own them.	figurative_translate	The underlying principle is that a person's actions reflect their character.	iri gut-u ihugagi-a mw-en-e
2692	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri kuhinja ndiri muniri ngu	The poor attract little support.	figurative_translate	The underlying principle is that one should not be overly concerned with the opinions of others.	iri ku-hinj-a nd-ir-i mun-iri ngu
2693	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri kuhuma ndiri muti itangigwatirira	Desperation accepts any help.	figurative_translate	The underlying principle is that failure to act promptly can lead to negative consequences.	iri ku-hum-a nd-ir-i mut-i itangigwatirir-a
2694	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri kura ndiri muhiti	Early control prevents loss.	figurative_translate	A person's actions reflect their character.	iri kur-a nd-ir-i muh-it-i
2695	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri kuruga ni iguita, iguitirira ni nguu	Troubles compound one another.	figurative_translate	The underlying principle is that a person's actions reflect their character.	iri ku-rug-a ni igu-it-a iguitirir-a ni ngu-u
2696	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri murungu igiritagia iri kahia	The weak rely on the strong.	figurative_translate	Doing something for a short time is not the same as doing it consistently over a long period.	iri mur-ung-u igiritagi-a iri ka-hi-a
2697	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri muthece kinya tene ndioyagira ingi	Content is more than a kingdom	figurative_translate	The underlying principle is that actions should be consistent with one's intentions.	iri muthec-e kinya tene ndioyagir-a ingi
2698	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri nyite ni mutego ndithuire gwiteithura	No man likes his fetters, though of gold.	figurative_translate	The underlying principle is that one should not rely on others for what they can do themselves.	iri nyit-e ni mutego ndithuir-e gwiteithur-a
2699	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri tha ni iri iria	Generosity comes from abundance.	figurative_translate	The principle is that repeated actions lead to habitual behavior.	iri tha ni iri iri-a
2700	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Iri thoni inyuaga munju	Cowardice leads to poor outcomes.	figurative_translate	The principle of acting in a way that is consistent and reliable.	iri thon-i inyu-ag-a munj-u
2701	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Irugamaga ni ikurumaga	Pride is followed by humiliation.	figurative_translate	When you are in a place, you must stay.	irugamag-a ni ikurumag-a
2702	qwen3-4b-gen_eng_fig-Kenya	gikuyu	bantu	Itakuura igwatagia ruhuho	Making excuses instead of accepting reality.	figurative_translate	The principle of acting with integrity and honesty in all actions.	itakuur-a igwatagi-a ruhuho
